target;age;educ;work_exp;interest;coffee;boss_educ;passport;green;floor;children;climate;offhour;dist;salary;heigh;lunch
0;34;4;16;5;0;6;0;2;16;0;4;1;11.80;1;176;436
0;40;2;23;9;1.40;2;0;3;6;3;2;1;13.60;0;181;317
0;23;1;0;3;3.60;1;1;1;2;3;1;1;12.10;0;176;326
1;46;3;21;4;1.80;3;0;2;5;1;0;1;9.20;1;179;263
1;32;1;6;10;0;4;0;1;1;1;0;1;10.40;1;170;320
0;28;2;8;1;2.80;3;0;1;4;0;2;1;15.80;1;176;253
0;41;2;24;8;2.10;5;0;5;6;2;0;1;10.10;0;161;242
0;27;3;0;1;1.50;3;1;5;3;3;3;1;4.30;1;175;211
0;36;1;12;5;0.40;3;0;3;4;1;0;0;14.20;0;166;300
0;44;4;24;8;1.20;3;1;2;2;1;1;1;2.60;1;176;297
1;48;3;30;1;0;3;0;1;3;1;2;0;16.60;0;177;233
0;52;2;30;7;1.50;3;0;1;4;1;2;0;12;1;187;243
1;33;3;6;5;0;3;0;4;1;0;2;1;13.80;0;179;197
1;61;1;42;0;1.90;4;0;2;4;1;1;1;13.30;0;174;255
0;42;2;23;10;1.90;4;0;1;3;3;2;0;11.30;1;180;244
1;41;4;23;4;0;7;1;2;4;2;2;1;11.20;0;178;177
1;46;2;20;2;1.20;4;1;3;4;1;2;1;9.40;0;178;274
0;61;3;42;0;1.50;4;0;3;3;1;1;0;10.10;1;164;274
0;26;4;0;1;2.30;5;0;2;2;1;2;1;9.90;0;167;244
1;62;3;40;3;1.80;5;0;2;3;1;1;1;12.70;0;191;253
0;48;4;21;0;2.10;4;0;1;4;2;2;1;10.90;0;165;151
1;74;6;56;10;0;3;1;3;3;2;1;0;10.60;0;177;333
0;22;1;5;4;0.40;2;0;5;2;0;4;1;13;1;176;199
1;33;3;7;3;0;6;1;2;6;3;0;1;27.50;1;177;299
0;44;3;19;4;0;3;0;2;2;0;0;1;8.90;0;185;242
1;38;4;16;4;0;4;0;3;1;0;2;0;9.50;1;181;257
0;29;1;3;7;0;4;1;2;2;0;1;0;11;1;176;231
1;53;2;29;3;1.30;4;0;1;14;1;2;1;24.70;0;182;215
0;20;1;0;9;1.60;4;0;2;6;1;2;0;11.20;1;188;196
1;30;3;4;0;3.30;3;1;1;3;0;0;1;11;0;180;298
1;49;1;25;5;0;4;1;2;8;0;1;1;12.30;0;176;220
1;21;1;4;3;1.40;1;1;1;14;2;1;1;22.60;1;167;224
0;20;1;2;4;3.30;3;0;1;2;2;2;0;9.50;1;188;287
1;63;3;41;0;1.40;5;0;1;18;0;0;1;31.70;1;185;200
0;37;4;16;9;1.30;4;0;2;12;3;0;0;11.60;0;186;225
0;50;2;29;5;2;4;1;5;6;2;2;0;3.40;0;180;212
0;51;4;29;3;1.40;4;0;5;3;3;0;1;11.10;0;161;217
1;41;3;15;0;0;6;1;4;18;0;2;1;12.90;1;181;353
0;55;6;30;8;0;3;0;3;2;3;3;0;11.60;1;167;229
1;25;2;5;5;0;5;0;2;3;0;1;1;9.40;1;167;277
1;30;4;4;9;0;4;1;2;6;3;0;1;10.20;0;174;276
1;25;4;7;6;0;6;0;5;1;2;4;1;13.20;0;165;250
1;41;1;15;6;0;2;1;1;3;0;0;0;12.70;1;178;214
0;62;3;42;8;0;5;0;2;5;1;3;1;11.50;1;186;174
0;28;2;5;9;2.20;2;0;2;2;2;2;0;16.10;1;176;314
1;24;3;2;7;0;5;0;2;3;0;2;1;13.20;0;184;298
1;66;1;44;4;1.30;1;1;1;11;2;2;1;22.90;0;167;188
0;24;1;3;9;1.60;4;0;3;3;1;1;0;10.20;1;179;218
1;30;2;4;2;0;4;1;3;3;1;1;1;14.30;0;174;237
0;39;4;22;5;2.20;2;0;5;2;3;1;0;10;0;173;250
0;36;4;19;9;2.10;7;0;3;9;3;1;0;13.30;0;165;218
1;55;3;36;3;0;4;1;3;3;0;2;1;7.80;1;186;141
1;63;4;38;8;0;4;1;1;28;0;1;0;13.10;0;180;390
0;58;1;39;6;0;2;0;1;4;4;0;1;11.30;0;181;380
0;57;1;31;5;1.30;2;1;1;5;0;4;0;10.10;1;170;200
0;33;1;8;0;0;4;1;3;4;2;1;1;9.40;1;186;275
0;41;3;21;6;1.20;4;0;1;11;3;2;0;13.60;0;181;288
0;48;3;27;5;0;4;1;3;4;4;4;0;13.70;1;177;293
0;70;3;53;7;2.20;4;0;1;2;0;4;0;12.60;0;181;257
1;27;2;4;9;0;3;0;3;2;0;0;0;9.30;1;171;292
1;46;4;21;3;1.60;5;0;1;4;0;2;1;13.50;1;175;219
0;63;1;38;10;1.30;1;1;2;4;3;3;0;7.10;0;171;270
0;43;1;19;7;1.50;4;0;3;4;1;2;0;9.90;0;178;217
1;60;2;42;2;0;2;0;1;5;2;2;1;13.20;0;177;342
0;49;4;22;10;0;7;0;5;3;0;0;1;4.40;0;188;225
1;45;3;21;1;0;5;1;3;4;3;2;1;8.80;0;170;245
1;42;5;25;5;0;2;0;3;4;4;2;1;14.70;0;174;302
1;31;4;12;8;0;4;0;3;28;0;2;1;12;1;175;357
1;33;5;10;1;0;4;1;2;6;0;0;1;12.80;0;176;212
1;45;2;18;5;0;3;0;2;5;4;1;0;13.20;0;176;344
0;55;3;37;7;1.30;4;1;1;5;1;0;0;12;1;190;165
1;57;3;38;1;2.10;4;0;1;12;2;0;1;35.40;1;183;207
0;62;3;40;3;0;4;0;2;4;1;4;0;7;1;168;290
1;59;2;42;0;1.50;4;1;1;5;2;0;1;13;1;188;263
0;53;1;36;7;1.90;1;0;1;5;2;4;0;14.60;0;176;218
0;43;3;16;8;2;4;0;2;15;2;3;0;14.10;1;170;232
1;60;3;40;2;2;4;1;1;12;0;2;1;24.70;0;175;244
1;53;3;33;0;1.50;4;1;2;5;2;0;1;11.20;0;192;217
0;26;3;3;6;2.80;6;0;2;7;0;3;0;12;0;172;277
1;34;2;15;6;0;3;1;1;1;0;0;0;13.40;1;178;270
0;29;3;8;6;0;5;0;1;1;0;0;0;12.40;1;170;215
0;41;1;18;7;1.40;2;0;3;4;0;2;0;10.10;1;170;291
0;48;1;21;5;1.90;4;1;1;3;2;3;0;11.40;0;168;299
0;39;3;17;9;2.30;6;0;1;16;1;3;0;14.20;0;166;272
0;70;3;52;4;0;6;1;2;6;2;4;0;11.50;1;187;177
1;56;2;35;0;0;4;0;2;29;0;3;1;12.20;1;170;374
1;45;3;27;2;0;4;0;5;9;0;0;0;11.40;0;169;287
0;32;3;14;10;1.30;3;1;1;3;2;4;1;8.30;0;165;282
0;36;3;19;10;1.70;1;0;3;2;1;2;0;12;1;179;260
0;55;1;36;6;2;1;1;1;3;1;0;0;13.40;0;187;129
1;44;1;23;4;0;2;0;4;2;3;3;1;12.30;1;168;356
1;42;4;15;2;0;4;1;3;4;3;2;0;13.90;1;191;260
0;35;2;10;2;0;4;0;3;4;1;4;1;3.20;1;184;275
1;22;4;5;2;0;4;0;2;6;0;2;1;30.20;0;174;241
1;65;4;43;2;1.40;4;0;4;2;3;1;1;21.30;0;178;268
0;23;1;4;4;0;4;1;2;5;2;3;1;11.90;1;169;244
0;51;1;32;1;1.40;1;0;2;1;2;4;1;14.10;1;181;241
0;65;3;47;5;0;3;0;5;3;3;0;0;8;1;190;364
0;40;1;16;1;2.20;4;0;5;2;3;2;0;9.40;0;186;268
0;38;1;21;6;0;1;1;3;3;0;1;0;21.80;0;167;336
0;46;5;23;1;1.30;6;1;2;5;2;3;0;12.30;0;159;292
0;30;3;8;5;2.20;6;0;1;4;3;4;0;10.30;0;174;321
0;27;1;1;6;0.50;4;1;1;3;2;2;0;9.60;1;164;250
0;29;6;9;6;0;3;0;1;2;3;3;0;13.40;0;173;285
0;27;3;3;10;1.80;4;0;2;4;2;3;0;8.90;0;171;341
0;31;1;4;0;0;4;1;4;2;0;3;0;6.40;0;186;270
0;35;2;8;0;2.80;3;0;4;2;2;4;1;10.60;0;170;212
1;41;2;16;8;0;4;0;2;4;0;2;0;9.10;1;162;350
0;25;1;0;2;0;2;1;4;29;0;1;1;12.80;0;183;396
1;41;5;16;8;0;2;0;3;1;4;1;1;14.70;0;169;240
0;31;1;5;5;0.50;1;0;2;2;2;0;0;11.80;0;166;225
0;18;1;2;1;0;3;1;2;25;0;4;0;12.40;0;170;373
0;43;3;23;5;1.80;5;0;2;4;2;2;0;12.10;0;182;289
0;46;3;23;4;0;3;1;3;5;0;1;1;10.70;1;178;238
0;37;3;13;0;2.40;6;0;1;14;0;4;0;10;1;167;276
0;22;2;2;0;0;5;1;1;1;0;3;0;12.60;0;166;174
1;44;3;20;3;2.10;4;0;2;6;1;2;1;15.50;0;190;244
1;31;4;5;6;0;4;0;1;2;0;0;0;12.20;0;178;242
0;22;3;5;9;1.30;5;0;3;3;1;3;1;11.20;0;159;254
1;53;2;36;1;0;5;0;3;4;0;0;0;9.60;1;180;228
0;24;2;7;10;0;3;1;2;4;0;3;1;8.70;1;159;287
0;44;3;17;1;0;4;1;2;1;4;3;1;14.70;0;190;199
1;38;6;11;4;0;6;0;5;3;2;3;1;13.40;0;165;237
0;25;1;6;5;0.80;2;1;4;1;2;2;0;16;0;192;239
0;55;3;35;7;0;3;0;1;3;2;4;0;10.10;0;174;269
1;51;2;26;0;0;3;0;1;4;1;1;1;11;0;190;263
0;41;5;17;4;0;6;0;2;4;0;1;0;12.20;0;183;199
0;36;1;19;8;1.40;3;0;2;6;3;3;0;9.90;1;178;146
0;20;1;3;2;0;4;0;2;1;0;1;0;13.10;1;181;168
0;22;3;2;0;0.50;3;0;1;1;2;0;0;13.60;1;177;194
0;37;4;13;8;0;5;1;1;8;0;1;1;12.80;1;179;163
0;55;1;35;2;2;2;0;1;9;3;3;1;12.20;0;169;245
1;41;3;21;1;0;3;1;1;5;1;2;1;11.30;0;182;188
0;25;1;8;8;2;3;0;2;13;2;4;0;11;0;179;153
0;28;5;2;4;0;5;0;1;3;0;1;0;12.70;0;180;210
0;33;3;14;7;1.40;4;1;1;16;1;0;0;11.80;1;192;216
0;61;3;37;7;2.20;5;1;1;3;0;1;0;11.90;0;179;321
0;54;4;27;5;1.50;5;0;2;13;1;2;0;13.60;0;191;208
0;47;2;23;8;1.40;5;0;3;4;3;3;0;11;1;176;231
0;28;1;11;5;0;2;1;3;16;0;2;1;12.10;0;179;444
1;26;3;3;3;0.50;3;1;2;16;3;1;1;21.60;0;179;370
1;24;3;1;0;2.40;3;1;2;12;0;0;1;30.30;1;186;269
0;24;2;6;5;1.70;4;0;2;3;3;0;0;11.40;0;168;285
1;49;5;22;3;0;6;0;1;1;0;1;0;16.90;0;174;291
0;62;3;39;0;0;4;1;1;2;0;1;0;8.20;1;160;216
1;30;3;3;2;2.70;6;0;2;5;0;1;1;12.20;0;187;317
0;42;3;16;5;1.60;5;0;2;3;1;4;1;12;0;173;275
1;49;3;27;9;0;4;1;5;1;3;0;0;10.40;1;175;277
0;54;3;29;3;0;4;1;2;3;0;4;1;10.70;1;177;223
0;41;4;20;5;2.10;4;0;1;12;0;2;1;12.40;1;181;311
1;36;4;10;0;0;5;0;1;5;2;1;0;11;0;176;242
1;65;4;46;8;0;4;0;2;3;0;1;1;9.40;0;181;258
0;29;4;11;7;0;5;0;1;3;3;0;0;9.60;1;176;295
0;41;4;24;6;0;3;0;2;3;0;1;0;14.90;0;176;299
0;30;4;9;5;1.50;3;0;3;9;2;4;0;10;1;163;325
0;31;3;13;1;0;2;0;5;4;0;2;0;9.90;1;184;271
0;29;2;6;9;1.50;3;0;4;2;0;4;0;10.80;0;180;215
0;31;4;13;1;2.40;4;0;2;5;1;4;1;14.60;0;170;242
0;39;1;12;5;1;2;1;2;13;2;2;0;13.20;1;193;286
1;37;1;10;6;0;4;1;5;1;0;1;0;12.20;0;171;288
1;37;6;15;8;0;2;0;2;2;1;0;1;11.30;1;179;290
1;33;3;15;9;0;3;0;2;1;0;1;0;11.10;0;179;281
0;63;4;38;5;1.90;7;1;1;11;3;3;0;11.70;0;177;271
1;52;2;28;4;0;4;0;5;4;0;4;0;13.30;0;187;243
0;46;5;19;9;0;5;0;3;4;0;0;0;12.90;1;180;265
1;27;3;6;9;0;5;0;2;2;2;0;0;13.10;0;167;167
1;26;3;8;0;2.10;4;0;2;11;1;2;1;27.50;0;181;134
1;32;4;11;6;0;4;1;4;4;0;2;1;12.30;1;167;226
0;35;3;13;1;1.70;6;1;2;3;0;2;0;10.50;1;168;257
0;50;3;24;7;1.30;3;0;2;3;3;0;1;13.50;1;178;195
0;62;3;39;6;0;4;0;2;2;0;4;0;13.50;1;171;192
0;28;2;4;2;0;3;1;1;4;0;2;1;7.20;0;166;194
0;29;3;11;0;0.90;6;1;3;4;0;0;1;1.60;0;179;274
1;24;2;0;4;0;2;0;3;4;3;2;1;19.50;1;168;207
1;65;2;48;4;0;4;0;3;4;1;2;1;14.10;0;167;271
0;63;2;41;2;2.10;3;0;2;1;1;0;1;12;0;163;218
0;31;3;12;0;3.50;5;0;4;13;1;1;0;12;0;184;281
0;60;4;43;6;1.60;1;0;1;8;2;0;1;13;0;173;153
0;60;3;36;1;0;5;1;2;4;0;3;0;18.30;1;176;211
0;36;5;10;3;0;2;1;1;3;3;1;1;12;1;167;327
0;36;3;16;3;1;6;0;3;2;0;4;0;11.30;0;178;244
1;45;1;23;5;0;3;0;1;6;4;0;1;13.10;0;190;189
0;39;3;21;10;2.10;3;0;5;4;1;3;0;14.60;0;175;252
0;25;1;3;5;0;1;1;1;5;1;1;0;15.70;0;162;253
1;33;3;7;4;0;6;1;4;1;0;1;1;12;0;179;132
0;33;3;14;5;0;6;1;2;8;3;1;1;12.90;1;188;261
0;46;4;24;0;1.90;6;0;4;4;0;2;0;13.60;0;174;226
0;50;3;30;0;1.80;3;0;5;4;2;1;1;10.90;1;179;226
0;26;2;5;7;1.50;4;0;4;12;0;3;1;14.80;0;181;236
0;23;2;3;3;0;2;1;4;3;0;3;0;11.70;0;179;186
1;64;4;44;1;2.20;4;0;1;9;0;2;1;35.40;0;183;248
1;38;3;16;2;0;3;1;4;3;0;4;1;13.20;1;186;279
0;51;3;29;2;1.40;4;0;2;3;0;4;1;9.10;1;179;368
1;33;4;9;2;0;4;0;4;4;0;0;0;14.70;0;182;235
1;49;1;26;5;0;3;0;3;3;4;2;1;13.20;0;175;260
0;56;3;38;1;1.90;4;0;2;4;1;4;1;14.70;1;169;206
0;45;2;20;5;2.20;2;0;4;4;2;3;1;12.80;1;180;176
0;50;3;33;5;0;1;1;5;4;0;4;1;15.70;1;177;323
0;47;1;29;7;0;2;0;1;5;3;2;0;38.90;1;166;170
1;39;3;16;7;0;6;0;4;1;1;2;0;13.10;0;172;246
0;50;3;24;7;0;3;0;2;4;3;2;0;14;0;178;211
0;36;3;17;7;1.40;4;0;1;3;0;3;0;10.70;0;188;147
1;40;5;16;5;0;6;0;1;3;3;0;1;13;0;188;230
0;49;4;24;8;0;5;1;5;1;3;4;1;10;0;191;280
0;42;3;18;9;1.20;6;0;1;4;0;0;0;14.50;0;174;213
0;51;4;28;2;1.50;4;0;2;3;2;3;1;11.70;1;166;167
1;45;2;24;8;0;3;1;5;9;1;0;0;13;1;188;220
1;42;1;17;2;0;2;1;2;2;3;0;1;12.70;0;171;178
0;37;3;15;0;1.30;4;1;5;1;2;0;0;13.40;1;183;308
1;47;5;22;5;0;7;0;5;16;0;3;1;14.80;0;174;391
0;45;4;21;6;2.20;5;1;3;2;0;1;0;13.10;1;179;237
0;41;3;16;6;1.60;3;0;1;4;3;2;0;12.80;0;188;291
1;56;1;36;2;0;3;0;3;3;0;0;1;10.30;1;177;225
0;53;5;33;4;0;2;0;1;3;1;1;0;11.60;0;163;217
0;44;2;23;6;0;2;0;1;3;0;1;0;12.10;1;186;277
1;36;2;10;0;0;2;0;1;5;0;0;1;10.50;1;166;182
1;33;3;14;7;0;3;0;2;1;3;0;0;11.40;1;180;203
0;27;1;2;4;0;3;0;2;3;1;2;0;10;0;183;260
0;44;4;25;0;1.90;5;0;2;4;1;2;0;9.20;0;188;255
1;40;5;21;7;0;7;1;4;3;1;0;1;9.70;1;172;210
1;36;4;16;9;0;7;1;4;21;0;1;0;14.70;1;187;408
1;36;6;16;5;0;4;1;1;1;1;3;0;13.20;0;182;210
0;42;4;19;10;2.30;1;1;1;2;1;0;0;12.50;1;181;212
0;59;3;35;9;1.80;4;0;2;3;0;2;0;12;0;178;302
0;34;3;13;6;1.70;5;0;4;4;3;0;0;10.90;0;195;280
0;43;5;23;6;0;6;0;2;3;0;1;0;13.40;0;188;243
0;29;3;9;6;3.50;5;0;4;2;3;1;0;8.60;0;174;265
0;52;1;34;6;0;4;0;2;2;2;1;0;3.20;0;175;334
1;45;3;28;2;0;4;1;1;2;0;0;1;12.50;1;168;170
0;35;3;15;9;1.70;3;1;1;10;0;1;0;15.10;0;184;244
0;35;3;15;6;3.50;4;0;2;3;3;3;0;11.30;0;163;258
0;47;1;25;6;1.20;2;0;1;3;2;4;0;12.30;0;187;259
0;39;1;19;8;1.90;2;0;1;10;1;1;1;10.60;1;181;316
0;46;2;19;4;2.30;2;0;5;6;2;1;1;10.40;0;184;288
0;24;2;3;8;0;4;1;2;4;0;2;1;13;1;177;281
1;59;4;42;0;1.80;5;0;1;15;3;1;1;22.90;0;181;226
0;59;4;33;9;2.10;2;1;1;6;2;2;0;11.70;1;187;329
0;45;3;25;9;2.30;5;0;2;3;2;4;1;10.20;0;185;256
0;44;4;22;4;2.20;4;0;1;5;1;1;1;10.90;1;185;259
0;30;4;6;5;0.90;6;0;2;4;0;0;1;9.40;1;179;240
1;57;3;31;4;0;4;1;3;4;0;0;1;17.20;0;177;201
0;33;4;15;5;0;6;1;2;6;2;4;0;12.50;0;178;294
0;53;3;29;3;2;4;1;2;7;3;2;1;11.30;0;174;266
0;35;1;16;8;1.70;4;0;3;3;3;2;1;9.70;0;183;253
0;45;3;19;8;2.10;6;1;4;4;3;3;0;12.80;0;171;368
0;57;1;30;2;1.50;2;0;3;4;3;2;0;12.60;0;181;292
1;41;1;21;8;0;4;0;3;2;4;2;0;12.10;0;196;297
0;43;3;22;5;2;3;0;4;10;2;0;0;11.40;0;182;315
1;21;1;0;0;0;2;0;2;1;1;1;0;11.90;0;174;271
0;56;2;31;6;0;2;1;4;3;0;4;0;12.40;1;182;296
1;38;1;14;8;0;3;0;1;2;0;1;0;11.80;0;197;303
1;57;1;33;2;2;4;0;1;4;2;1;1;7.90;1;174;203
0;62;3;43;4;0;6;1;2;5;2;0;0;9;1;178;186
0;47;4;29;7;0;6;0;2;3;2;2;0;12;0;162;324
0;39;1;17;10;0;4;0;5;1;2;2;0;16.60;1;187;248
0;60;3;35;3;0;3;0;5;2;2;2;1;15.10;1;183;148
1;38;4;21;0;1.70;2;0;3;3;2;1;1;16.90;0;175;333
0;32;1;13;5;0.70;1;1;4;2;1;3;1;13.60;0;171;159
0;32;3;13;6;1.20;3;1;4;7;2;2;0;10;1;181;228
0;64;3;45;7;1.30;4;1;1;4;1;3;1;2.50;1;174;204
1;45;3;18;8;0;6;1;1;1;0;0;1;9;1;184;247
0;34;2;17;5;2.70;2;0;1;2;3;0;0;12.80;0;182;359
0;55;3;28;7;1.40;3;0;1;2;0;3;0;12.60;0;175;299
0;38;6;13;7;0;2;0;1;1;0;1;0;15.70;0;178;170
0;32;3;8;5;0.60;4;0;2;5;0;2;1;12.80;0;159;256
1;51;3;29;1;0;3;1;1;1;0;4;1;13.10;1;167;239
0;39;3;19;6;0.70;6;0;4;3;2;1;1;15.50;0;173;207
0;41;2;14;0;2;4;0;2;4;2;3;0;9.70;1;178;295
1;51;5;24;4;0;1;1;5;3;0;4;1;12.50;1;175;232
0;56;4;37;6;2.10;6;0;3;2;0;0;0;12.30;1;169;270
1;48;2;25;4;0;3;1;1;6;3;2;1;9.40;1;196;260
0;28;5;10;7;0;2;1;3;6;3;0;1;9.90;1;176;264
0;55;3;30;9;2.30;5;1;3;4;1;3;0;14.30;1;186;265
0;53;3;35;3;1.40;3;0;4;3;3;4;1;9.40;1;170;238
1;46;2;22;7;0;5;0;2;1;0;0;1;7.80;0;187;263
0;32;2;11;5;0;4;1;4;3;0;1;0;10;1;167;317
0;49;4;25;10;1.80;4;1;1;4;0;4;1;10.50;1;176;318
0;47;4;25;5;0;2;1;1;2;4;3;0;16.20;1;180;263
0;45;5;20;9;0;5;1;4;3;0;0;1;11.60;0;181;273
0;63;6;43;7;0;6;1;5;17;0;4;1;10.50;1;168;354
0;26;3;5;10;1.60;4;0;2;5;0;0;1;11.80;0;181;148
0;26;1;3;2;0;4;1;2;17;2;0;1;11.50;0;191;392
1;52;2;34;2;0;4;1;2;3;4;1;1;10.40;0;182;266
0;42;1;18;5;1.70;4;0;5;5;0;4;0;14;0;176;347
1;42;2;25;6;0;3;0;1;1;3;0;1;12.70;0;180;344
0;27;1;1;6;0;3;1;1;3;2;0;0;15;0;164;240
0;43;2;25;6;2.20;4;0;1;2;0;3;1;13;0;183;227
0;48;4;29;0;1.20;6;0;1;12;0;2;0;11;0;180;258
0;25;2;0;4;0;3;0;1;1;3;4;0;6.20;0;184;296
0;35;1;18;4;1.80;4;0;4;3;2;4;1;12.40;1;177;250
0;24;3;1;5;0;4;1;1;4;0;4;1;14.30;0;157;253
0;42;3;20;8;1.60;3;0;2;11;3;1;0;7.90;0;197;236
0;29;4;2;7;1.70;1;0;3;4;0;2;0;14.70;0;172;297
0;42;3;15;3;0;4;1;1;6;0;2;1;10.90;0;182;219
0;67;3;46;5;2.10;5;1;1;4;3;3;0;14.20;1;189;269
1;41;3;16;0;0;6;1;5;5;0;1;0;15.90;1;190;265
0;51;2;30;9;2.10;4;0;1;13;0;0;0;11.80;0;168;320
0;44;2;20;9;1.40;3;0;5;4;0;4;0;10.20;0;168;303
0;35;1;9;7;2.30;3;1;2;12;0;0;0;12.20;0;163;220
0;33;3;9;8;1.60;4;1;1;14;0;3;0;10.70;1;174;152
0;48;3;21;7;1.80;6;1;2;4;0;4;0;11.80;1;169;321
0;54;3;32;5;0;5;0;4;4;4;0;1;7.40;0;164;265
0;30;2;7;6;1.40;4;0;1;17;1;2;0;11.20;0;172;221
1;42;5;22;7;0;6;1;2;1;0;1;1;15.10;0;169;201
1;60;3;37;0;0;4;1;2;4;3;0;1;8.40;1;195;294
0;38;2;20;8;2.20;4;1;2;18;2;0;0;12.50;1;182;257
0;21;2;4;7;1.40;3;0;5;9;1;4;1;14.50;0;174;193
0;38;4;16;8;2.10;7;0;2;2;0;1;0;11.90;0;180;155
1;46;3;22;4;0;3;1;2;5;2;0;1;28.20;1;188;289
0;52;2;32;8;0;2;0;4;6;0;0;0;12.50;0;173;231
1;27;1;5;7;0;3;0;3;4;1;2;1;11.60;0;169;276
0;39;5;18;3;0;3;1;1;1;4;3;1;13.20;1;182;268
0;19;1;1;10;2.10;1;0;2;2;0;4;0;18.50;1;166;308
1;32;3;12;8;0;5;1;1;4;0;1;1;11.30;0;192;273
0;23;1;0;4;0;4;0;1;2;0;3;1;12.60;0;168;305
0;30;3;10;10;1.70;4;0;5;1;1;1;1;11.70;0;168;266
0;67;1;40;8;1.50;4;1;1;6;3;2;0;13.60;0;190;294
0;78;3;61;7;2.30;4;0;2;6;0;3;0;11.20;1;165;201
0;33;4;6;10;2.10;1;0;1;11;0;1;0;11.40;1;163;207
0;41;2;22;6;0;4;0;1;2;0;2;1;3.60;1;184;245
0;18;1;3;2;0;1;1;4;1;0;4;1;10.10;1;162;272
1;34;0;17;0;0;0;1;2;3;1;4;0;13.70;1;165;244
0;39;3;13;9;2.10;6;1;2;4;0;0;1;15.20;1;177;181
1;41;2;18;1;0;3;0;3;4;3;1;1;12.90;0;184;285
0;35;1;12;8;1.40;2;0;1;4;0;1;1;14.60;1;165;216
0;50;3;28;10;2;6;1;5;2;0;1;0;14.40;1;182;175
0;33;4;11;7;1.80;5;0;2;10;2;2;0;13.60;0;166;199
1;40;3;15;4;0;4;1;2;3;3;0;1;10.80;0;159;212
0;34;1;16;6;3.60;3;0;5;5;2;1;1;11.40;1;187;234
0;21;1;1;3;0;4;0;1;17;0;0;0;11;0;189;372
0;37;5;13;5;0;6;1;2;8;1;2;0;13.60;0;181;210
1;53;3;26;5;0;5;1;2;4;3;2;1;13.50;0;172;224
1;30;2;4;4;0;4;1;2;2;0;1;0;12.70;0;166;230
0;40;2;16;4;0;4;1;1;3;3;0;0;2.90;0;168;261
0;33;3;9;8;1.30;1;1;1;14;3;3;0;11.70;0;183;269
1;24;2;3;3;3;4;1;4;3;1;0;1;15.40;1;179;296
0;31;5;14;6;0;3;1;4;1;2;1;1;2.80;0;180;227
0;18;1;2;5;0.60;4;0;1;2;0;0;0;12.10;0;172;229
0;27;2;7;7;0;2;1;2;4;0;3;0;30.60;1;181;243
0;62;4;43;2;1.30;4;1;4;2;2;3;0;9.40;1;164;157
0;29;3;11;8;1.40;6;0;2;12;0;3;0;15.10;1;178;296
0;69;3;50;6;1.40;2;1;1;4;2;4;0;13.30;0;176;280
0;24;4;5;0;1.50;6;0;3;1;1;2;1;13.40;0;179;275
0;36;3;9;0;0;4;0;4;4;0;3;1;13.40;0;187;305
0;56;3;39;2;0;5;0;5;18;0;2;1;14.20;0;170;367
0;30;1;11;10;1.50;2;0;1;2;3;3;1;13.60;0;170;245
1;54;2;36;4;0;3;1;5;3;3;1;0;13.20;1;175;291
1;55;1;35;4;2;1;0;1;2;0;1;1;28.70;0;173;261
0;33;1;14;5;2.90;4;0;1;6;1;1;0;13.50;1;192;305
0;54;2;34;1;0;5;0;3;1;0;4;1;9.60;0;178;247
0;20;2;2;8;2.20;4;0;4;3;2;0;0;12.20;1;167;201
1;42;4;21;3;0;5;0;5;4;0;1;1;11.80;0;180;304
0;33;2;9;8;2.10;5;0;3;4;1;4;0;14.60;1;185;313
1;46;4;19;4;1.90;2;1;1;3;2;2;1;14.90;0;181;299
1;40;1;17;0;0;2;1;3;3;0;2;1;13.50;0;189;326
0;57;1;35;5;2.20;3;0;5;3;0;0;0;9.10;1;171;340
0;45;3;26;3;1.40;5;0;3;2;3;4;1;5.40;0;183;292
0;38;1;21;5;0;2;0;4;9;1;4;0;12;1;179;290
0;27;5;9;7;0;7;0;3;1;3;2;0;6;1;185;252
0;39;1;17;6;0;3;1;2;9;4;2;0;12.10;1;175;241
1;20;2;1;2;0;4;1;4;4;0;3;0;11.90;0;168;283
0;48;1;30;6;1.40;3;1;4;3;2;1;0;13.80;1;173;214
0;40;5;13;9;0;6;1;1;3;3;0;0;11.60;0;176;271
0;52;4;29;7;2.10;5;1;2;5;2;3;0;14;1;187;153
1;45;1;25;3;0;3;1;3;2;1;0;1;14;0;175;306
0;37;3;20;9;0;4;0;2;5;1;3;0;11.10;1;176;321
0;30;4;9;5;2.10;3;1;3;4;0;0;0;11;1;178;203
1;34;2;7;0;0;3;1;1;1;0;0;1;11.20;0;194;233
0;33;4;16;8;1.30;4;1;2;3;1;3;0;11.70;1;173;293
0;31;3;9;8;0;6;0;1;4;2;4;0;12.90;0;176;236
1;41;2;23;3;2.30;5;1;1;5;0;1;1;9.30;1;181;245
0;30;3;7;6;0;4;0;2;5;1;4;1;12.70;1;175;266
1;38;2;15;3;3.10;2;0;3;3;2;2;1;13.90;1;167;190
1;39;2;15;1;0;3;1;2;6;2;0;1;28.10;0;169;240
1;30;2;5;4;0;2;1;2;5;3;2;1;40.40;0;175;242
0;39;1;19;6;1.70;2;1;4;3;1;4;0;9.10;1;169;220
0;44;2;17;1;0;5;0;2;1;3;2;1;13.20;1;170;194
0;25;1;0;8;2.30;2;1;3;3;2;3;0;13;1;172;238
1;59;3;42;2;0;5;0;1;5;2;1;1;10.50;0;176;174
1;47;3;26;0;0;5;1;5;1;2;3;0;13.50;0;182;315
