;;;;;;;;;;;;;;
id;Ведущий вуз;Средний балл ЕГЭ студентов, принятых по результатам ЕГЭ на обучение по очной форме по программам бакалавриата и специалитета за счет средств соответствующих бюджетов бюджетной системы РФ;Количество цитирований публикаций, изданных за последние 5 лет, индексируемых в информационно-аналитической системе научного цитирования Web of Science в расчете на 100 НПР;Количество цитирований публикаций, изданных за последние 5 лет, индексируемых в информационно-аналитической системе научного цитирования Scopus в расчете на 100 НПР;Число публикаций организации, индексируемых в информационно-аналитической системе научного цитирования Web of Science, в расчете на 100 НПР;Число публикаций организации, индексируемых в информационно-аналитической системе научного цитирования Scopus, в расчете на 100 НПР;Доходы от НИОКР (за исключением средств бюджетов бюджетной системы Российской Федерации, государственных фондов поддержки науки) в расчете на одного НПР;Удельный вес численности НПР без ученой степени – до 30 лет, кандидатов наук – до 35 лет, докторов наук – до 40 лет, в общей численности НПР;Количество полученных грантов за отчетный год в расчете на 100 НПР;Доходы образовательной организации из средств от приносящей доход деятельности в расчете на одного НПР;Число статей, подготовленных совместно с зарубежными организациями;Доля доходов вуза из внебюджетных источников;Доля доходов вуза от научных исследований и разработок в общих доходах вуза;Доля внебюджетных средств в доходах от научных исследований и разработок
95;0;62.220;116.960;153.510;17.540;16.080;75.810;13.640;1.460;698.940;0.000;15.520;1.880;89.630
331;0;60.840;33.150;67.090;2.370;11.050;230.680;9.850;37.880;603.400;0.000;27.760;10.610;100.000
333;0;62.320;52.260;81.520;22.160;31.770;51.470;12.590;9.620;1136.210;14.000;22.920;2.370;43.900
334;0;57.930;51.410;96.150;21.370;35.560;413.820;16.330;7.340;939.810;33.000;31.580;15.650;88.850
251;1;74.150;275.610;401.740;53.780;88.730;448.410;19.550;10.960;1033.970;98.000;32.250;21.420;65.310
337;1;74.330;439.240;561.550;33.400;44.680;406.330;18.810;10.060;708.560;292.000;31.400;26.090;69.030
340;0;72.670;43.780;50.120;10.940;7.200;92.810;13.110;3.460;695.050;5.000;35.880;6.590;72.670
341;0;65.870;90.420;96.560;9.760;12.660;170.440;14.200;0.720;686.450;0.000;29.870;7.420;100.000
342;0;76.250;97.990;120.750;32.450;36.240;152.950;22.940;8.640;702.630;47.000;33.380;11.490;63.230
313;1;75.650;345.320;484.530;79.010;97.590;258.650;22.830;8.660;1302.280;937.000;40.240;21.090;37.890
294;1;79.180;1478.720;1630.920;195.690;196.980;286.690;24.590;24.600;1039.830;947.000;18.960;30.890;16.920
296;1;78.250;1642.090;2136.900;169.280;224.690;964.570;20.210;9.670;1320.820;520.000;33.270;36.140;67.240
1527;1;64.370;214.270;339.550;17.990;28.070;65.840;11.690;4.770;703.450;151.000;16.520;5.430;28.490
1530;0;65.270;3.350;5.930;7.730;5.930;11.540;10.060;8.510;906.610;15.000;24.830;4.300;7.350
1544;1;65.680;36.950;54.340;21.550;34.170;172.670;15.950;12.930;810.350;29.000;19.360;6.520;63.290
1556;0;69.700;0.000;0.000;0.000;0.000;29.570;0.000;0.000;1897.460;0.000;30.430;14.860;3.190
1558;0;80.250;31.130;14.820;6.110;7.410;98.470;5.850;0.190;1299.900;4.000;54.880;4.160;100.000
1560;0;70.210;38.270;54.300;10.340;12.670;59.250;13.020;1.810;709.010;2.000;25.140;2.820;74.480
1562;0;86.490;188.390;332.630;34.590;39.370;109.260;20.490;4.970;1479.670;275.000;52.950;3.990;97.990
1563;0;58.560;67.580;84.280;14.930;12.150;41.360;8.760;2.780;883.660;5.000;41.970;3.550;55.360
1564;0;74.320;63.930;69.540;26.740;31.840;66.680;26.760;4.330;1617.610;21.000;45.440;3.940;47.510
1566;0;66.050;12.600;39.440;4.440;12.140;511.340;13.260;0.070;2632.310;15.000;67.550;13.190;99.480
1569;0;84.990;53.850;73.080;21.150;20.190;0.000;15.480;0.000;0.000;11.000;0.000;5.170;0.000
1570;0;68.220;66.020;127.690;41.730;46.710;67.510;1.560;4.980;1089.140;0.000;37.740;3.780;61.850
1572;0;87.130;94.680;143.160;9.580;28.140;152.040;8.400;0.890;3072.590;45.000;41.890;3.700;56.040
1574;0;70.580;14.730;235.070;0.320;4.800;10.320;11.110;0.000;1248.230;0.000;48.030;2.930;13.540
1576;0;74.530;88.870;107.770;8.610;31.720;9.300;8.760;1.260;1115.390;10.000;46.120;0.950;40.530
1577;0;70.730;68.240;94.870;14.420;15.530;38.530;14.750;0.550;606.280;1.000;32.120;2.040;100.000
1578;0;65.640;22.030;46.510;2.450;8.810;29.040;6.400;0.490;1132.890;2.000;33.180;2.200;38.670
1579;0;77.800;408.540;722.820;6.530;23.800;11.410;10.150;3.030;747.770;31.000;30.440;3.230;14.380
1580;0;67.730;39.170;93.420;4.560;15.340;735.360;9.110;0.000;2490.360;24.000;68.090;20.200;99.540
1581;0;80.310;31.210;112.720;3.470;21.580;197.780;22.270;12.520;3116.550;8.000;53.120;3.620;93.040
1582;0;79.900;64.280;98.040;11.770;14.060;20.570;10.600;0.240;2025.930;0.000;54.370;1.520;36.270
1584;0;77.770;91.320;160.770;6.110;15.430;20.950;6.650;2.890;621.870;8.000;27.890;0.940;100.000
1585;0;83.600;79.340;27.360;2.740;14.180;93.060;11.480;0.990;588.950;0.000;30.780;4.860;100.000
1586;0;75.300;197.540;232.600;1.970;11.140;45.890;6.900;1.310;604.030;3.000;24.650;1.870;100.000
1587;0;78.580;183.510;220.860;24.130;33.040;186.480;14.950;4.000;2912.050;33.000;53.400;5.720;59.780
1588;0;78.900;357.270;528.180;11.350;36.690;131.810;8.820;0.720;1250.780;33.000;42.760;4.600;97.860
1589;0;84.340;65.940;84.910;13.340;25.550;189.380;17.130;15.400;1773.690;21.000;55.310;6.060;97.480
1590;0;83.430;108.400;122.420;7.650;11.480;91.170;19.000;5.950;1280.810;0.000;41.530;4.610;64.120
1591;0;80.330;34.040;46.240;9.050;21.450;36.320;13.870;3.540;2313.540;5.000;59.120;1.230;75.170
1593;0;73.030;75.050;147.460;39.680;44.970;1045.340;12.650;2.310;2437.510;0.000;52.330;24.000;93.520
1594;0;85.210;52.550;251.740;13.460;18.330;121.970;16.770;2.270;1378.250;0.000;56.810;5.120;98.240
1595;0;90.650;580.040;698.700;34.410;61.250;102.580;13.780;0.000;2013.620;299.000;34.250;8.450;20.650
1596;1;76.920;24.470;35.970;11.500;24.470;75.090;8.480;0.880;3167.350;32.000;61.000;1.830;78.870
1597;0;74.690;158.250;186.160;10.220;21.590;96.880;20.510;3.670;1519.310;17.000;57.160;4.040;90.180
1599;0;56.490;5.950;19.170;10.910;19.170;91.990;10.910;2.310;1118.480;15.000;42.040;3.950;87.520
1601;0;60.260;43.010;64.640;15.040;8.700;49.830;7.880;7.760;1441.680;23.000;37.610;2.660;48.810
1602;0;59.930;75.670;89.200;7.520;8.020;51.260;7.270;1.500;1061.950;8.000;18.310;2.520;35.120
1603;0;55.860;4.170;15.490;2.680;7.740;170.250;9.070;10.130;1159.810;0.000;42.890;6.850;91.980
1606;0;74.700;195.200;294.610;7.070;19.850;66.030;16.350;2.410;1137.420;18.000;56.680;3.430;95.970
1607;0;82.020;173.910;224.130;26.090;23.250;26.100;15.310;2.480;1212.080;12.000;49.960;4.580;23.480
1608;0;75.830;328.950;735.780;21.860;38.260;91.540;9.520;2.390;665.950;7.000;26.430;7.720;47.070
1609;0;79.070;33.420;33.100;4.140;11.140;59.760;6.090;0.320;565.650;23.000;30.770;3.550;91.670
1610;0;78.680;206.060;228.790;18.840;28.300;55.330;10.290;1.150;2179.220;27.000;49.590;3.900;32.290
1612;0;80.200;18.890;31.660;5.760;18.890;190.280;14.590;1.260;1008.040;10.000;49.090;9.570;96.850
1616;0;78.490;1004.580;1489.400;20.700;60.390;90.290;6.890;4.070;3029.940;41.000;49.160;3.450;42.440
1618;0;82.970;260.750;327.770;28.090;37.020;115.240;17.830;4.790;2347.530;25.000;56.090;2.890;95.420
1619;0;84.410;209.620;241.560;15.970;29.760;57.280;11.940;2.000;1012.510;30.000;45.550;2.870;89.670
1621;0;79.300;38.150;55.050;3.880;9.590;104.970;12.080;1.140;1646.460;0.000;58.180;3.820;97.050
1622;0;76.570;21.410;50.580;6.210;7.760;79.130;17.960;0.310;1941.260;5.000;54.750;2.590;86.320
1624;0;83.920;43.520;91.990;2.770;8.110;80.380;19.710;2.770;891.470;5.000;44.420;4.680;85.540
1626;0;74.030;13.720;28.560;7.050;15.210;100.030;9.140;0.740;1796.460;5.000;46.280;3.060;84.240
1631;0;58.510;5.490;4.880;0.000;2.440;189.590;8.380;0.000;516.860;0.000;22.950;8.820;95.390
1632;0;55.910;28.710;122.810;15.950;3.190;182.110;12.930;3.190;619.220;1.000;24.550;8.110;89.080
1634;0;51.970;18.850;41.900;4.890;6.980;5.180;3.410;1.400;591.930;0.000;31.020;15.020;1.810
1635;0;66.260;2.400;32.980;4.800;3.000;10.300;9.890;7.800;86.770;172.000;6.360;8.760;8.620
1636;0;51.850;35.050;64.400;8.320;7.890;135.510;7.920;0.000;545.820;6.000;27.810;7.610;90.760
1638;0;55.380;12.620;45.180;9.300;15.610;123.590;16.390;3.990;541.510;42.000;16.560;9.100;41.530
1639;0;70.380;122.100;228.290;12.900;67.070;308.070;10.710;3.870;1248.030;50.000;31.880;10.060;78.230
1640;0;64.980;16.610;30.400;6.410;13.460;242.720;16.270;0.650;1160.610;27.000;27.830;7.090;82.080
1641;0;51.600;27.560;36.020;6.820;10.910;235.500;9.520;7.090;968.850;3.000;34.490;18.080;46.380
1642;0;0.000;2760.870;663.680;44.990;72.090;426.020;47.270;52.700;1274.260;128.000;35.360;12.770;92.600
1643;0;52.060;84.940;105.660;28.310;30.390;247.580;12.120;10.360;858.530;5.000;30.270;9.340;93.480
1644;0;75.030;45.850;0.000;30.570;0.000;0.000;3.880;0.000;365.130;0.000;4.500;4.060;0.000
1645;0;80.790;0.290;0.290;1.140;0.860;9.470;4.290;1.710;715.830;5.000;20.930;3.140;8.830
1646;0;75.500;0.000;0.000;2.630;2.630;3.850;14.120;0.000;456.900;0.000;26.490;12.800;1.740
1647;0;81.650;3.840;3.070;1.020;1.790;248.440;0.000;2.050;1538.550;15.000;39.240;14.060;45.070
1648;0;73.370;2.680;2.340;2.010;3.010;9.380;1.930;0.000;415.920;0.000;15.080;0.340;100.000
1649;0;59.610;246.870;135.220;6.270;16.120;150.910;10.830;2.390;977.040;14.000;30.350;5.490;85.320
1650;0;59.080;45.720;55.210;17.250;25.020;147.330;17.200;2.590;1066.780;56.000;41.030;10.910;51.950
1651;0;98.000;0.000;0.000;0.000;2.400;0.000;9.760;0.000;200.400;0.000;4.870;0.000;0.000
1652;0;87.400;15.790;18.610;2.820;3.950;22.940;12.760;5.070;403.480;11.000;24.390;13.560;10.230
1653;0;67.670;10.830;10.830;2.410;1.200;4.810;0.000;0.000;135.520;0.000;9.310;16.150;2.050
1654;0;86.460;13.610;14.510;4.540;3.630;832.340;11.930;6.350;2983.030;0.000;69.340;19.350;100.000
1655;0;72.780;0.000;8.100;0.000;4.050;5.770;0.000;0.000;125.990;0.000;6.750;9.390;3.290
1656;0;70.070;27.790;27.790;7.670;8.620;0.000;7.970;0.000;299.660;10.000;14.120;2.380;0.000
1657;0;70.340;84.680;0.000;0.000;0.000;0.000;2.700;0.000;485.770;0.000;30.100;0.000;0.000
1658;0;53.860;21.300;33.830;8.350;13.370;77.740;5.450;2.510;289.240;15.000;14.200;4.770;80.010
1659;0;80.640;0.000;0.000;0.000;0.000;0.000;0.000;0.000;6145.710;0.000;50.050;0.000;0.000
1660;0;51.950;27.510;33.860;2.120;2.120;16.030;15.220;5.290;433.460;3.000;20.920;8.760;8.840
1661;0;58.250;19.180;34.650;36.650;19.180;423.780;9.000;11.170;1119.640;29.000;36.130;14.230;96.100
1662;0;55.230;15.510;25.850;17.810;12.060;61.150;20.000;2.870;902.800;9.000;29.270;10.460;18.950
1663;0;74.570;0.450;0.890;3.120;4.910;35.530;11.310;1.780;875.650;0.000;32.640;4.920;26.900
1664;0;57.180;20.350;28.150;7.120;8.480;109.090;10.790;0.000;517.550;10.000;24.440;5.410;95.260
1665;0;50.810;83.610;117.160;11.350;21.680;0.000;9.770;1.030;341.720;60.000;17.200;6.650;0.000
1666;0;50.530;40.220;51.190;3.660;29.250;1295.450;9.300;4.880;2339.170;0.000;54.690;31.140;97.260
1668;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1573.360;0.000;38.130;0.000;0.000
1669;0;51.990;11.160;15.950;9.570;1.590;41.480;10.000;0.000;262.770;0.000;9.080;2.510;57.150
1670;0;61.820;20.780;14.720;5.190;0.870;60.280;19.830;3.460;436.070;0.000;17.840;3.530;69.890
1671;0;52.240;43.540;111.760;25.400;39.910;197.200;14.810;2.900;1392.180;2.000;39.660;6.460;86.920
1672;0;52.880;280.310;16.600;25.820;16.600;90.400;16.510;4.610;674.840;3.000;16.290;3.180;68.540
1673;0;67.950;19.830;4.060;8.110;2.250;12.940;12.700;8.560;295.320;19.000;15.440;3.420;19.760
1674;0;56.870;5.100;5.100;5.100;6.560;80.690;17.580;0.730;791.140;5.000;27.200;3.430;80.990
1675;0;60.140;30.160;29.170;9.390;11.370;183.620;7.980;14.830;1704.240;27.000;45.390;5.340;91.610
1676;0;69.320;13.550;11.950;7.970;7.170;0.000;9.550;0.800;201.890;0.000;12.680;4.400;0.000
1677;0;47.580;14.570;25.770;12.320;3.360;4.890;7.760;0.000;279.370;0.000;12.400;2.530;8.560
1678;0;63.380;16.630;42.420;9.380;22.380;422.720;14.130;5.540;1451.760;7.000;51.430;20.050;74.690
1679;0;67.700;0.000;0.000;0.000;0.000;2.350;9.680;6.920;934.490;0.000;41.060;0.100;100.000
1680;0;69.410;5.240;5.240;1.310;1.310;15.380;4.510;1.970;433.150;0.000;20.040;6.010;11.840
1681;0;53.660;2.910;10.470;3.490;9.890;29.100;7.830;0.000;497.270;0.000;17.540;3.610;28.420
1682;0;52.740;18.780;19.180;5.590;10.390;23.430;7.240;2.800;382.680;3.000;18.200;3.210;34.730
1683;0;55.040;4.990;16.220;3.740;6.240;134.380;16.600;0.000;541.100;3.000;20.850;5.470;94.720
1685;0;55.390;28.690;58.040;19.560;19.560;199.790;13.540;7.830;758.730;16.000;28.840;8.090;93.870
1686;0;48.000;5.570;4.370;1.990;5.170;167.110;11.760;5.170;288.440;2.000;16.900;10.070;97.220
1687;0;54.430;67.750;83.230;7.530;13.380;131.300;12.230;0.000;464.420;19.000;14.240;4.410;91.280
1688;0;70.270;0.000;0.850;1.710;4.270;44.990;12.980;9.400;310.340;0.000;17.600;3.910;65.230
1689;0;55.220;53.000;20.270;10.130;17.150;205.700;11.850;2.340;563.870;0.000;22.730;8.860;93.620
1690;0;49.780;11.740;21.430;5.100;7.140;238.070;13.660;7.660;544.470;7.000;17.350;8.040;94.340
1691;0;60.330;134.940;151.750;11.810;17.970;91.530;7.550;1.330;1170.410;22.000;44.040;3.700;93.090
1693;0;59.270;0.000;10.470;2.620;3.930;0.000;2.040;0.000;315.890;7.000;11.370;0.000;0.000
1694;0;74.850;72.260;22.040;3.350;0.560;76.280;9.090;0.000;927.460;0.000;26.960;2.850;77.780
1695;0;50.670;103.710;118.960;7.120;16.270;155.250;9.920;2.030;632.700;4.000;19.740;5.230;92.710
1696;0;72.390;23.910;19.020;1.630;0.540;7.000;8.630;3.260;212.860;2.000;10.190;14.070;2.380
1697;0;55.700;6.550;37.560;19.160;21.930;222.160;20.260;6.810;888.530;16.000;35.930;11.530;77.910
1698;0;71.820;11.790;10.400;2.770;3.470;2.180;10.840;0.000;403.630;0.000;15.990;13.200;0.660
1700;0;71.410;15.380;9.950;1.810;4.520;6.330;8.000;0.900;240.770;0.000;11.310;8.120;3.660
1701;0;60.770;404.560;617.440;18.580;35.210;224.190;22.100;3.260;1054.640;24.000;33.860;7.610;94.630
1702;0;57.460;179.740;190.550;1.800;6.000;58.290;10.700;2.100;569.670;32.000;33.520;4.670;73.510
1703;0;71.240;14.810;28.810;27.980;27.980;23.260;5.810;1.650;239.860;0.000;16.250;12.030;13.100
1704;0;65.040;0.000;5.260;0.000;7.890;48.410;6.380;0.000;423.220;0.000;17.960;2.050;100.000
1705;0;51.920;572.320;513.840;17.230;8.880;130.980;5.080;2.610;892.280;5.000;15.390;3.030;74.550
1706;0;50.100;10.400;26.590;4.620;19.650;51.020;5.440;1.160;1703.100;0.000;41.160;2.300;53.730
1707;0;67.190;46.150;135.500;9.650;14.890;102.070;6.920;0.630;1511.550;12.000;38.720;4.530;57.660
1709;0;55.500;127.080;125.230;10.770;4.620;65.760;2.930;0.000;1193.080;2.000;13.210;1.540;47.140
1710;0;47.340;22.430;21.110;1.320;9.230;44.090;23.580;2.640;767.490;0.000;28.670;2.630;62.560
1711;0;80.520;84.500;172.710;11.160;19.360;28.370;16.550;0.380;3450.850;34.000;53.160;1.170;37.210
1712;0;61.540;48.500;74.180;0.000;0.000;0.000;4.260;0.000;41.600;8.000;1.740;1.730;0.000
1713;0;58.210;38.420;91.990;41.670;23.810;151.550;12.750;0.000;899.480;0.000;27.170;4.990;91.800
1714;0;74.310;8.140;11.050;18.620;19.200;125.610;13.610;0.000;870.130;18.000;25.720;4.090;90.750
1715;0;69.410;51.930;30.560;11.380;20.370;521.510;8.730;1.000;1756.340;6.000;68.080;20.390;99.160
1716;0;80.150;0.000;308.460;7.460;32.340;318.480;11.270;0.000;2182.500;0.000;70.240;10.250;100.000
1717;0;74.380;4.300;4.300;1.720;3.440;58.140;1.130;0.860;1866.610;0.000;33.070;10.640;9.680
1718;0;75.670;1.740;2.840;6.320;7.200;58.660;35.590;0.000;978.570;3.000;49.920;3.280;91.150
1719;0;71.360;23.820;57.220;9.580;34.850;29.830;19.870;1.740;695.910;3.000;36.910;3.410;46.460
1720;0;81.360;30.110;5.220;2.460;2.760;98.380;6.810;0.000;1048.610;13.000;39.600;6.210;59.850
1722;0;75.980;0.000;0.000;1.120;0.560;6.240;5.840;0.000;800.720;12.000;31.550;1.390;17.730
1723;0;79.630;30.150;9.740;1.860;0.460;0.000;1.630;0.000;1125.450;0.000;15.460;5.490;0.000
1724;0;64.250;275.950;344.270;20.980;30.120;149.440;19.830;3.230;778.170;27.000;26.530;7.580;67.180
1725;0;89.780;2064.720;2047.450;85.120;95.160;548.230;16.940;17.460;1694.140;3096.000;46.570;26.920;55.980
1727;0;63.420;34.350;99.440;2.620;6.220;189.920;6.370;0.330;907.870;14.000;38.740;8.630;93.860
1728;0;87.490;320.600;265.340;51.030;43.810;44.820;10.000;4.480;1597.860;12.000;48.740;2.830;48.300
1729;0;75.360;0.000;0.000;0.000;0.000;0.000;5.620;0.000;190.290;0.000;5.330;0.000;0.000
1730;0;73.620;0.730;24.160;1.460;25.620;2.560;5.960;0.000;268.390;20.000;12.760;6.740;1.810
1731;0;74.810;82.390;110.190;6.980;12.730;21.820;22.680;0.000;2789.710;51.000;65.680;1.840;27.890
1734;0;89.280;254.840;224.310;18.340;32.890;89.370;5.080;2.370;3162.650;13.000;52.380;1.830;80.700
1735;0;72.310;21.880;16.210;7.290;9.320;248.250;2.890;1.620;5699.440;12.000;60.640;2.640;100.000
1736;0;59.090;12.360;20.850;1.160;12.360;171.620;13.130;6.180;522.340;2.000;22.650;8.200;90.810
1737;0;63.630;3.840;4.480;2.560;1.920;21.900;3.140;4.480;330.090;0.000;16.000;2.920;36.310
1738;0;79.220;6.490;4.320;5.190;3.460;0.000;8.070;0.000;1594.120;0.000;42.100;7.980;0.000
1739;0;64.240;3.740;11.220;7.950;11.690;151.850;10.000;0.470;1798.720;0.000;30.490;2.570;100.000
1741;0;54.580;17.250;1.440;1.440;1.440;67.620;17.390;1.440;292.850;1.000;18.850;5.950;73.200
1742;0;62.110;27.380;38.780;18.250;17.490;119.220;10.470;0.000;854.880;0.000;18.210;3.070;82.610
1743;0;59.330;4.800;6.170;2.060;4.120;0.000;10.560;0.000;781.540;3.000;30.550;3.080;0.000
1745;0;62.050;24.670;34.640;3.670;11.550;328.800;11.060;0.520;760.030;6.000;25.510;12.000;91.930
1747;0;63.930;5.010;25.790;0.360;5.370;107.860;10.320;0.360;624.670;0.000;29.330;6.600;76.740
1748;0;67.320;171.220;242.740;7.800;7.370;65.040;16.920;1.730;2666.610;3.000;43.950;1.280;83.660
1749;0;60.100;0.000;14.570;1.620;5.670;60.870;11.460;0.000;645.950;0.000;16.850;1.810;87.530
1750;0;53.780;22.270;40.840;5.570;12.990;11.110;9.430;0.930;1169.420;4.000;29.660;2.850;9.890
1751;0;50.100;20.290;24.030;1.600;17.090;154.640;16.580;1.600;838.330;2.000;25.420;5.990;78.300
1752;0;57.550;50.350;127.250;1.660;6.090;75.900;11.170;0.000;997.440;6.000;34.040;3.010;86.010
1753;0;57.140;3.190;123.800;3.990;11.980;57.900;9.230;3.190;631.280;0.000;21.640;2.480;79.930
1755;0;62.290;1.340;6.990;2.150;5.380;65.480;12.590;0.000;722.960;7.000;24.040;4.280;50.840
1756;0;49.590;32.420;34.380;4.910;4.910;11.170;5.490;0.000;1177.290;0.000;28.420;3.320;8.120
1757;0;57.770;92.280;154.390;16.410;16.110;203.600;17.410;0.290;1461.410;23.000;41.720;6.750;86.160
1758;0;96.470;95.400;73.390;19.750;19.390;166.710;18.470;1.540;2961.020;3.000;75.200;4.420;95.870
1759;0;59.020;161.840;166.900;9.860;8.090;138.960;14.750;0.510;1686.090;12.000;53.780;4.760;93.180
1760;0;73.280;0.000;0.000;0.000;0.000;29.690;7.930;2.360;6090.030;0.000;56.620;0.280;100.000
1761;0;73.610;0.640;2.580;2.580;3.860;18.380;14.660;0.000;561.960;0.000;21.380;2.670;26.220
1762;0;55.120;0.000;29.830;1.570;7.850;0.000;5.970;0.000;553.170;1.000;24.840;0.820;0.000
1763;0;54.750;16.770;2.620;6.810;1.050;63.090;4.070;0.000;621.880;0.000;16.610;2.510;67.210
1764;0;59.890;10.020;27.410;5.800;13.180;42.170;13.550;2.640;630.330;12.000;21.990;19.000;7.740
1765;0;82.430;9.470;14.820;9.640;16.070;68.280;21.900;3.750;1498.580;63.000;56.630;5.310;48.570
302;1;76.610;99.870;140.040;37.000;39.380;140.470;21.010;3.630;1870.050;153.000;49.570;10.030;37.130
1767;0;88.700;28.390;61.690;22.710;47.540;80.730;12.370;2.880;2298.660;157.000;42.780;6.040;24.890
1768;0;70.660;35.590;33.270;25.530;9.280;247.940;16.390;0.000;4511.740;2.000;52.910;3.460;84.000
1771;0;92.300;1484.470;1741.120;84.130;99.730;21.740;16.790;10.120;1139.960;1183.000;26.910;14.240;3.600
1772;0;54.950;28.710;27.430;9.570;11.480;255.250;33.890;4.470;829.180;7.000;24.810;8.440;90.500
1774;0;70.210;15.310;9.740;2.780;3.250;88.230;11.040;0.460;470.180;1.000;24.400;4.580;100.000
1775;0;57.450;0.000;52.940;0.000;4.960;46.040;16.670;0.000;1067.080;0.000;18.710;1.170;69.110
1776;0;67.740;22.290;25.480;7.960;14.330;10.850;4.320;1.590;399.500;0.000;19.620;3.590;14.860
1778;0;58.180;34.290;31.170;17.140;15.060;184.060;11.500;2.600;426.200;0.000;18.980;11.260;72.790
1779;0;55.450;0.000;9.350;0.000;9.350;46.770;7.350;0.000;423.890;0.000;16.200;2.970;60.260
1780;0;71.040;1.710;23.120;5.990;2.570;7.460;5.290;13.700;359.280;0.000;13.010;5.920;4.560
1781;0;88.240;9.730;118.160;14.770;9.060;124.440;10.420;1.010;2242.640;0.000;60.720;6.760;49.840
1782;0;64.990;16.370;53.520;11.040;22.070;172.360;16.240;6.170;1169.250;51.000;52.760;8.250;94.290
1783;0;91.360;28.720;54.060;22.910;24.950;158.060;17.990;3.320;3804.010;51.000;44.120;14.590;12.560
1784;0;61.650;3.060;37.960;9.790;17.750;146.950;10.270;6.120;2636.880;4.000;55.790;3.580;86.840
1785;1;80.540;4447.990;11675.680;122.850;229.320;1115.780;32.300;25.390;1496.950;101.000;29.930;55.680;40.070
1786;0;76.940;158.120;84.940;8.300;13.150;77.830;19.520;3.460;1480.330;49.000;59.900;3.280;95.940
1787;0;72.150;46.190;164.130;1.850;26.170;77.640;10.500;0.000;1585.070;7.000;36.270;3.820;46.530
1788;0;77.930;121.810;152.050;20.300;18.140;268.770;10.880;2.160;1790.370;33.000;44.180;7.040;94.240
1789;0;73.940;6.570;11.830;2.630;2.630;104.150;3.570;0.000;1366.310;0.000;22.680;1.790;96.830
1790;0;54.820;0.000;4.180;2.790;6.970;3.360;11.250;0.000;410.030;9.000;17.880;6.530;2.250
1791;0;77.490;0.000;72.590;12.520;7.510;64.760;0.000;0.000;2163.490;0.000;42.990;1.670;76.870
336;1;66.240;250.510;410.710;38.340;56.660;176.960;20.650;9.190;1001.170;246.000;40.520;12.890;55.570
1794;0;75.240;36.280;45.130;10.620;7.960;21.950;3.330;4.420;482.420;2.000;25.110;4.930;23.150
1795;0;69.940;0.000;51.670;3.830;9.570;10.680;8.960;0.000;758.720;0.000;22.650;3.010;10.570
1796;0;75.420;5.040;17.550;1.680;31.190;40.240;16.370;0.370;959.000;4.000;41.970;2.120;83.210
1798;0;92.940;101.840;82.210;6.130;9.820;0.000;10.220;0.000;1932.600;0.000;46.240;1.830;0.000
1800;0;73.460;0.000;0.000;0.000;3.930;0.000;1.790;0.000;454.050;0.000;17.330;3.890;0.000
1804;0;78.220;128.120;143.610;1.890;6.240;53.790;9.400;7.940;736.240;4.000;44.480;3.870;83.960
1806;0;73.790;1.910;3.830;6.700;4.780;13.760;6.200;0.960;1182.200;0.000;33.590;0.390;100.000
1807;0;72.160;26.440;19.040;4.230;10.580;0.000;0.000;4.230;279.090;2.000;11.150;6.060;0.000
1810;0;88.000;16.650;19.490;6.380;9.210;296.020;17.940;0.000;1988.550;13.000;44.890;37.320;17.900
1812;0;76.260;0.000;12.670;0.000;0.670;0.000;0.530;0.000;2073.150;0.000;53.160;5.810;0.000
